git_commit: e037233a5ec758a42443b20f82f5fb9eee0be3ca
git_dirty: no
utc_timestamp: 2026-09-04T13:29:24Z
iterations_per_trial: 10000000
rounds: 20
experiment: a3b
queue_capacity: 1024
sizeof_queue_separation_64: 82048
sizeof_queue_separation_128: 82176
sizeof_queue_separation_256: 82432
sizeof_slot_stride_80: 80
sizeof_slot_stride_128: 128
sizeof_slot_stride_256: 256
shuffle_seed: 2711724449
qos_class: user_interactive
round,arm,seconds,completed_operations_per_second,full_rejections
0,slot_stride_256,0.013992292,714679196.23175395,0
0,slot_stride_80,0.011366790999999999,879755772.75943589,0
0,slot_stride_128,0.0065669589999999998,1522774849.0587502,0
1,slot_stride_128,0.0070586670000000002,1416698081.9466338,0
1,slot_stride_256,0.011018208,907588602.42972362,0
1,slot_stride_80,0.013353709,748855617.56662512,0
2,slot_stride_128,0.0069554999999999999,1437711163.8271871,0
2,slot_stride_256,0.0083251249999999992,1201183165.4179368,0
2,slot_stride_80,0.011143959,897347163.60675764,0
3,slot_stride_256,0.0060174579999999998,1661831291.5520141,0
3,slot_stride_80,0.010276709,973074162.16611755,0
3,slot_stride_128,0.0059872079999999999,1670227591.8925817,0
4,slot_stride_80,0.010360207999999999,965231586.08398604,0
4,slot_stride_256,0.0074015829999999998,1351062333.5575647,0
4,slot_stride_128,0.006497208,1539122650.8370981,0
5,slot_stride_80,0.010562917,946708186.763183,0
5,slot_stride_128,0.0066224580000000003,1510013351.5380542,0
5,slot_stride_256,0.0074455420000000003,1343085567.1756334,0
6,slot_stride_128,0.0056745420000000003,1762256760.1050446,0
6,slot_stride_80,0.01057075,946006669.34701884,0
6,slot_stride_256,0.0073854580000000001,1354012168.2365534,0
7,slot_stride_128,0.0064412499999999999,1552493692.9943721,0
7,slot_stride_256,0.0068804579999999999,1453391620.1508679,0
7,slot_stride_80,0.010605125,942940323.66426611,0
8,slot_stride_256,0.0064932499999999999,1540060832.40288,0
8,slot_stride_80,0.010569041,946159637.37864208,0
8,slot_stride_128,0.005722792,1747398822.1134019,0
9,slot_stride_80,0.010783167,927371337.19620597,0
9,slot_stride_256,0.0073976249999999997,1351785201.3315084,0
9,slot_stride_128,0.0057720000000000002,1732501732.5017323,0
10,slot_stride_256,0.0073200829999999998,1366104728.5939245,0
10,slot_stride_128,0.0057065839999999998,1752361833.2788935,0
10,slot_stride_80,0.010282209,972553660.40507436,0
11,slot_stride_80,0.01086875,920069005.17538822,0
11,slot_stride_128,0.00653325,1530631768.2623503,0
11,slot_stride_256,0.0074632079999999998,1339906378.061552,0
12,slot_stride_256,0.0072123329999999996,1386513906.1105471,0
12,slot_stride_80,0.010299792,970893392.79861188,0
12,slot_stride_128,0.0056974579999999999,1755168708.5714366,0
13,slot_stride_256,0.0073813749999999999,1354761138.6767371,0
13,slot_stride_128,0.0058048750000000001,1722689980.4044015,0
13,slot_stride_80,0.010245292,976058076.2363826,0
14,slot_stride_128,0.0057865,1728160373.2826407,0
14,slot_stride_256,0.0073983749999999996,1351648165.9823949,0
14,slot_stride_80,0.010565583,946469305.10128975,0
15,slot_stride_80,0.010246458,975947005.29685473,0
15,slot_stride_256,0.0060742080000000002,1646305164.3934484,0
15,slot_stride_128,0.0057472909999999999,1739950178.2665956,0
16,slot_stride_256,0.011580583,863514384.37943923,0
16,slot_stride_80,0.014082792,710086465.80876863,0
16,slot_stride_128,0.0061225409999999996,1633308784.7022994,0
17,slot_stride_256,0.0088594580000000006,1128737220.7193713,0
17,slot_stride_80,0.011273583,887029438.64430678,0
17,slot_stride_128,0.0058204579999999997,1718077855.7288792,0
18,slot_stride_128,0.0057725830000000004,1732326759.0955381,0
18,slot_stride_256,0.007832917,1276663597.9929316,0
18,slot_stride_80,0.010557875,947160295.04043198,0
19,slot_stride_80,0.010780875000000001,927568495.13606262,0
19,slot_stride_128,0.0058752910000000004,1702043354.1079071,0
19,slot_stride_256,0.0074573749999999996,1340954424.3115039,0
